model,problem type,build@1,pass@1,speedup@1,speedup_max@1,efficiency@1,efficiency_max@1,build@5,pass@5,speedup@5,speedup_max@5,efficiency@5,efficiency_max@5,build@10,pass@10,speedup@10,speedup_max@10,efficiency@10,efficiency_max@10,build@20,pass@20,speedup@20,speedup_max@20,efficiency@20,efficiency_max@20
deepseek-1.3b[v2],dense_la,0.9199999999999999,0.27599999999999997,256085.62185867308,256085.62185867308,125.03778278104733,125.03778278104733,0.9999983008929751,0.44175225131680795,357.15817211824725,357.15817211824725,0.1675193888264169,0.1675193888264169,1.0,0.4985987007008787,53.49948489892562,53.49948489892562,0.019248783197455873,0.019248783197455873,1.0,0.5585713010708251,5121512.038092833,5121512.038092833,2500.731425983934,2500.731425983934
deepseek-1.3b[v2],fft,0.712,0.0,0.0,0.0,0.0,0.0,0.7998785138477222,0.0,0.0,0.0,0.0,0.0,0.799999994431615,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
deepseek-1.3b[v2],geometry,0.96,0.0,0.0,0.0,0.0,0.0,0.9999994336309918,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
deepseek-1.3b[v2],graph,0.9119999999999999,0.16400000000000003,5.368746950131726,5.368746950131726,0.00032768230896800085,0.00032768230896800085,0.9997165323113519,0.3441880156317846,5.278750753619431,5.278750753619431,0.00032218937705196725,0.00032218937705196725,0.9999999415319571,0.3876185176944055,7.294036475829514,7.294036475829514,0.0004451926559954537,0.0004451926559954537,1.0,0.3997075136157412,31.46789982679274,31.46789982679274,0.0019206481827876427,0.0019206481827876427
deepseek-1.3b[v2],histogram,0.976,0.29200000000000004,2.8922421634149535,2.8922421634149535,2.368216303843591e-06,2.368216303843591e-06,1.0,0.6038990730427232,4.236714741566729,4.236714741566729,2.4329190186140605e-06,2.4329190186140605e-06,1.0,0.7040915448067544,10.889285814213762,10.889285814213762,2.8256548503418225e-06,2.8256548503418225e-06,1.0,0.7756156350891334,10.887341960967062,10.887341960967062,2.822516173346449e-06,2.822516173346449e-06
deepseek-1.3b[v2],reduce,0.74,0.0040000000000000036,2699274.1399999997,2699274.1399999997,0.0402223190665245,0.0402223190665245,0.7999563895863618,0.019999999999999997,2699274.1399999997,2699274.1399999997,0.0402223190665245,0.0402223190665245,0.7999999997858314,0.039999999999999994,2699274.1399999997,2699274.1399999997,0.0402223190665245,0.0402223190665245,0.8,0.08,2699274.1399999997,2699274.1399999997,0.0402223190665245,0.0402223190665245
deepseek-1.3b[v2],scan,0.9480000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
deepseek-1.3b[v2],search,0.952,0.392,11.472351971114625,11.472351971114625,1.3676109279530793e-06,1.3676109279530793e-06,0.999999339236157,0.4,5.880628511369519,5.880628511369519,7.010255469524287e-07,7.010255469524287e-07,1.0,0.4,2.30613351931994,2.30613351931994,2.749125384473729e-07,2.749125384473729e-07,1.0,0.4,0.22089796691069608,0.22089796691069608,2.6333089698636064e-08,2.6333089698636064e-08
deepseek-1.3b[v2],sort,0.9480000000000001,0.016000000000000014,0.14557841833938967,0.14557841833938967,2.7766879718664106e-07,2.7766879718664106e-07,0.999925239290906,0.07060790273556232,0.5823136733575587,0.5823136733575587,1.1106751887465643e-06,1.1106751887465643e-06,0.9999999987149881,0.12063395570994354,0.5823136733575587,0.5823136733575587,1.1106751887465643e-06,1.1106751887465643e-06,1.0,0.17620060790273556,0.5823136733575587,0.5823136733575587,1.1106751887465643e-06,1.1106751887465643e-06
deepseek-1.3b[v2],sparse_la,0.9279999999999999,0.0,0.0,0.0,0.0,0.0,0.999925239290906,0.0,0.0,0.0,0.0,0.0,0.9999999987149881,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
deepseek-1.3b[v2],stencil,0.9359999999999999,0.2720000000000001,831298.330603926,831298.330603926,50.73831602761537,50.73831602761537,0.9999980177084711,0.7147153051785007,630.0795954495094,630.0795954495094,0.03835182250091752,0.03835182250091752,1.0,0.8757793712278336,361.54183136784604,361.54183136784604,0.021963437086160695,0.021963437086160695,1.0,0.9720873765475255,505.7796246075304,505.7796246075304,0.0291507998655074,0.0291507998655074
deepseek-1.3b[v2],transform,1.0,0.776,26.33742856277744,26.33742856277744,2.5991927615117234e-06,2.5991927615117234e-06,1.0,0.9195123562838642,26.20075255684362,26.20075255684362,2.586575745042185e-06,2.586575745042185e-06,1.0,0.9713511657365874,49.505533598821245,49.505533598821245,3.974414886617918e-06,3.974414886617918e-06,1.0,0.997819646953739,49.470001189262234,49.470001189262234,3.971307481693495e-06,3.971307481693495e-06
,,,,,,,,,,,,,,,,,,,,,,,,,
gppd-hpc-cuda-coder-1.3b-base-full-datasets[v2],dense_la,0.9879999999999999,0.396,37.14991898983035,37.14991898983035,0.013410446075328911,0.013410446075328911,1.0,0.4,27.5975593262086,27.5975593262086,0.008747998781738167,0.008747998781738167,1.0,0.4,21.398831897161948,21.398831897161948,0.005721778403157134,0.005721778403157134,1.0,0.4,17.667433355174975,17.667433355174975,0.0039001172343616887,0.0039001172343616887
gppd-hpc-cuda-coder-1.3b-base-full-datasets[v2],fft,0.6960000000000001,0.008000000000000007,6.960761143211231,6.960761143211231,0.0008497022879896522,0.0008497022879896522,0.7937907077724706,0.038367346938775505,13.921522286422462,13.921522286422462,0.0016994045759793045,0.0016994045759793045,0.7998965811690046,0.07265306122448978,13.921522286422462,13.921522286422462,0.0016994045759793045,0.0016994045759793045,0.7999999990229838,0.12897959183673469,13.921522286422462,13.921522286422462,0.0016994045759793045,0.0016994045759793045
gppd-hpc-cuda-coder-1.3b-base-full-datasets[v2],geometry,0.66,0.0,0.0,0.0,0.0,0.0,0.9052266419981498,0.0,0.0,0.0,0.0,0.0,0.981591863141689,0.0,0.0,0.0,0.0,0.0,0.9997150132666238,0.0,0.0,0.0,0.0,0.0
gppd-hpc-cuda-coder-1.3b-base-full-datasets[v2],graph,0.8200000000000001,0.16,5.425824961087997,5.425824961087997,0.0003311660742851561,0.0003311660742851561,0.9923358001850138,0.28438879344522267,16.100694289831154,16.100694289831154,0.0009827083917133272,0.0009827083917133272,0.9998357463483682,0.33788738513104344,16.099650515387438,16.099650515387438,0.0009826446847770653,0.0009826446847770653,0.9999999962315093,0.3865481696841549,16.098828135856543,16.098828135856543,0.0009825944907139003,0.0009825944907139003
gppd-hpc-cuda-coder-1.3b-base-full-datasets[v2],histogram,0.992,0.38,3.286742409060627,3.286742409060627,3.207887023545495e-06,3.207887023545495e-06,1.0,0.586315580811418,3.2724565728032284,3.2724565728032284,3.183527542943357e-06,3.183527542943357e-06,1.0,0.5994150075279746,3.2634151583269944,3.2634151583269944,3.1681208807875773e-06,3.1681208807875773e-06,1.0,0.5999998724993966,34.25469508970426,34.25469508970426,6.228137712841565e-05,6.228137712841565e-05
gppd-hpc-cuda-coder-1.3b-base-full-datasets[v2],reduce,0.712,0.0,0.0,0.0,0.0,0.0,0.7994157903679511,0.0,0.0,0.0,0.0,0.0,0.7999996213498178,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
gppd-hpc-cuda-coder-1.3b-base-full-datasets[v2],scan,0.728,0.008000000000000007,138.71298487373687,138.71298487373687,0.001049575549220293,0.001049575549220293,0.8198110215409014,0.039999999999999994,138.71298487373687,138.71298487373687,0.001049575549220293,0.001049575549220293,0.8399999805106525,0.07999999999999999,138.71298487373687,138.71298487373687,0.001049575549220293,0.001049575549220293,0.8800000000000001,0.16,138.71298487373687,138.71298487373687,0.001049575549220293,0.001049575549220293
gppd-hpc-cuda-coder-1.3b-base-full-datasets[v2],search,1.0,0.4,11.960135846473344,11.960135846473344,1.425759297188919e-06,1.425759297188919e-06,1.0,0.4,11.960151261090356,11.960151261090356,1.4257611347544618e-06,1.4257611347544618e-06,1.0,0.4,11.960126745459416,11.960126745459416,1.4257582122635145e-06,1.4257582122635145e-06,1.0,0.4,11.960124913057108,11.960124913057108,1.4257579938241372e-06,1.4257579938241372e-06
gppd-hpc-cuda-coder-1.3b-base-full-datasets[v2],sort,1.0,0.052000000000000005,0.14769417968178464,0.14769417968178464,2.8170429169041564e-07,2.8170429169041564e-07,1.0,0.15885357473239065,0.14764604838435968,0.14764604838435968,2.8161248852607667e-07,2.8161248852607667e-07,1.0,0.19321805484167492,0.15175306777153777,0.15175306777153777,2.894460063391452e-07,2.894460063391452e-07,1.0,0.19993250314209512,1.9200243358632005,1.9200243358632005,3.662155791975404e-06,3.662155791975404e-06
gppd-hpc-cuda-coder-1.3b-base-full-datasets[v2],sparse_la,0.744,0.0,0.0,0.0,0.0,0.0,0.9934393701976628,0.0,0.0,0.0,0.0,0.0,0.9999672606607382,0.0,0.0,0.0,0.0,0.0,0.9999999999923912,0.0,0.0,0.0,0.0,0.0
gppd-hpc-cuda-coder-1.3b-base-full-datasets[v2],stencil,0.9400000000000001,0.4200000000000001,226.14968444660877,226.14968444660877,0.013695028750758526,0.013695028750758526,0.9999998112103305,0.8982662500707962,119.14476976217561,119.14476976217561,0.007166991204624241,0.007166991204624241,1.0,0.9875107332495455,111.9201509817769,111.9201509817769,0.006726725645106473,0.006726725645106473,1.0,0.9999320687542872,2876.7500232978937,2876.7500232978937,0.17547877764046496,0.17547877764046496
gppd-hpc-cuda-coder-1.3b-base-full-datasets[v2],transform,1.0,0.792,26.102219761251337,26.102219761251337,2.5881511922664313e-06,2.5881511922664313e-06,1.0,0.8846702788423417,35.332116607675935,35.332116607675935,3.691113933406102e-06,3.691113933406102e-06,1.0,0.9378874435990863,35.21899490013882,35.21899490013882,3.6793827974788e-06,3.6793827974788e-06,1.0,0.9865481696841549,35.080779682413684,35.080779682413684,3.6650564446034236e-06,3.6650564446034236e-06
,,,,,,,,,,,,,,,,,,,,,,,,,
gppd-hpc-cuda-coder-1.3b-base-hpc-only[v2],dense_la,0.992,0.396,32.95164855400461,32.95164855400461,0.011676345521926269,0.011676345521926269,1.0,0.42000000000000004,31.65498225931995,31.65498225931995,0.011044388050460263,0.011044388050460263,1.0,0.44000000000000006,30.03972599098007,30.03972599098007,0.010256155218359703,0.010256155218359703,1.0,0.48,26.814662726626864,26.814662726626864,0.008681826765641843,0.008681826765641843
gppd-hpc-cuda-coder-1.3b-base-hpc-only[v2],fft,0.496,0.0,0.0,0.0,0.0,0.0,0.769460155940267,0.0,0.0,0.0,0.0,0.0,0.79742287773346,0.0,0.0,0.0,0.0,0.0,0.799994092931561,0.0,0.0,0.0,0.0,0.0
gppd-hpc-cuda-coder-1.3b-base-hpc-only[v2],geometry,0.41600000000000004,0.0,0.0,0.0,0.0,0.0,0.6009838773622308,0.0,0.0,0.0,0.0,0.0,0.6387439545749762,0.0,0.0,0.0,0.0,0.0,0.679999041813647,0.0,0.0,0.0,0.0,0.0
gppd-hpc-cuda-coder-1.3b-base-hpc-only[v2],graph,0.5120000000000001,0.08399999999999996,5.412475349296145,5.412475349296145,0.0003303512786435635,0.0003303512786435635,0.7666316147180426,0.2065481696841549,5.400708977084503,5.400708977084503,0.0003296331162771303,0.0003296331162771303,0.8508248582602393,0.2394150272314909,5.393432867935051,5.393432867935051,0.00032918901781830144,0.00032918901781830144,0.927837502145836,0.27999987249939656,57.44000066978053,57.44000066978053,0.0035058594158801594,0.0035058594158801594
gppd-hpc-cuda-coder-1.3b-base-hpc-only[v2],histogram,0.9960000000000001,0.524,35.53508158549552,35.53508158549552,4.354061096504821e-06,4.354061096504821e-06,1.0,0.6199544072948328,35.52281062383988,35.52281062383988,4.334433373831489e-06,4.334433373831489e-06,1.0,0.6399999997858312,35.51734094845841,35.51734094845841,4.3262937153207084e-06,4.3262937153207084e-06,1.0,0.6799999999999999,35.51228577139254,35.51228577139254,4.31802958348194e-06,4.31802958348194e-06
gppd-hpc-cuda-coder-1.3b-base-hpc-only[v2],reduce,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.7988587664482999,0.0,0.0,0.0,0.0,0.0,0.7999982011974662,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
gppd-hpc-cuda-coder-1.3b-base-hpc-only[v2],scan,0.644,0.0,0.0,0.0,0.0,0.0,0.7644139024712568,0.0,0.0,0.0,0.0,0.0,0.7950510129925735,0.0,0.0,0.0,0.0,0.0,0.7999689879301518,0.0,0.0,0.0,0.0,0.0
gppd-hpc-cuda-coder-1.3b-base-hpc-only[v2],search,0.9960000000000001,0.4,1.021698233463975,1.021698233463975,1.217959205465287e-07,1.217959205465287e-07,1.0,0.4,0.0009660677872849469,0.0009660677872849469,1.1516425458013378e-10,1.1516425458013378e-10,1.0,0.4,0.0009323110190465618,0.0009323110190465618,1.1114013422090551e-10,1.1114013422090551e-10,1.0,0.4,0.0009234944859103294,0.0009234944859103294,1.1008912156943433e-10,1.1008912156943433e-10
gppd-hpc-cuda-coder-1.3b-base-hpc-only[v2],sort,0.8560000000000001,0.06000000000000005,0.14579505898416376,0.14579505898416376,2.7808200642426253e-07,2.7808200642426253e-07,0.9923795049934867,0.16935641601691556,0.14522991637729435,0.14522991637729435,2.770040824457061e-07,2.770040824457061e-07,0.9998357465625368,0.19642573160574758,0.14524230964418955,0.14524230964418955,2.770277207263747e-07,2.770277207263747e-07,0.9999999962315093,0.19998621685784526,2.186925884762456,2.186925884762456,4.171230096363938e-06,4.171230096363938e-06
gppd-hpc-cuda-coder-1.3b-base-hpc-only[v2],sparse_la,0.64,0.0,0.0,0.0,0.0,0.0,0.9408247276709018,0.0,0.0,0.0,0.0,0.0,0.9904055710749897,0.0,0.0,0.0,0.0,0.0,0.9998574641331107,0.0,0.0,0.0,0.0,0.0
gppd-hpc-cuda-coder-1.3b-base-hpc-only[v2],stencil,0.9960000000000001,0.23600000000000007,3739396.4053988373,3739396.4053988373,228.23453925423533,228.23453925423533,1.0,0.5994864920991523,3739393.774552072,3739393.774552072,228.23438057395006,228.23438057395006,1.0,0.7430215436426406,22435838.16199004,22435838.16199004,1369.3747852183546,1369.3747852183546,1.0,0.8650535077045495,22435838.142574996,22435838.142574996,1369.3747754213214,1369.3747754213214
gppd-hpc-cuda-coder-1.3b-base-hpc-only[v2],transform,1.0,0.776,28.720982154046737,28.720982154046737,2.99911909450294e-06,2.99911909450294e-06,1.0,0.7999994336309917,28.521060334453466,28.521060334453466,2.977501260618516e-06,2.977501260618516e-06,1.0,0.8,28.40421566617346,28.40421566617346,2.964460544326062e-06,2.964460544326062e-06,1.0,0.8,28.22123292277654,28.22123292277654,2.9441394214051673e-06,2.9441394214051673e-06
,,,,,,,,,,,,,,,,,,,,,,,,,
hpc-coder-v2-1.3b[v2],dense_la,0.76,0.316,40.11486339469255,40.11486339469255,0.015670398875713865,0.015670398875713865,0.998334780720799,0.3997159659423436,28.61593534572775,28.61593534572775,0.010056873358251157,0.010056873358251157,0.9999980844755492,0.39999994153195717,21.238054389638485,21.238054389638485,0.006454750030888749,0.006454750030888749,1.0,0.4,17.125621182247137,17.125621182247137,0.004446932045747806,0.004446932045747806
hpc-coder-v2-1.3b[v2],fft,0.12800000000000014,0.0,0.0,0.0,0.0,0.0,0.4715217391304348,0.0,0.0,0.0,0.0,0.0,0.6709071135872482,0.0,0.0,0.0,0.0,0.0,0.7826407541784862,0.0,0.0,0.0,0.0,0.0
hpc-coder-v2-1.3b[v2],geometry,0.328,0.0040000000000000036,0.9210583154281048,0.9210583154281048,1.405423454937904e-05,1.405423454937904e-05,0.6739790254677265,0.019999999999999997,0.9210583154281048,0.9210583154281048,1.405423454937904e-05,1.405423454937904e-05,0.8349716397136857,0.039999999999999994,0.9210583154281048,0.9210583154281048,1.405423454937904e-05,1.405423454937904e-05,0.9646510566139389,0.08,0.9210583154281048,0.9210583154281048,1.405423454937904e-05,1.405423454937904e-05
hpc-coder-v2-1.3b[v2],graph,0.18400000000000002,0.07999999999999996,6.663247712522727,6.663247712522727,0.00040669236526627974,0.00040669236526627974,0.41697898770979247,0.18654816968415489,5.442819211989029,5.442819211989029,0.00033220332104425226,0.00033220332104425226,0.4787057691604549,0.19941502723149093,5.428655375512669,5.428655375512669,0.0003313388290718182,0.0003313388290718182,0.559999041768554,0.19999987249939657,133.26495425045456,133.26495425045456,0.008133847305325596,0.008133847305325596
hpc-coder-v2-1.3b[v2],histogram,0.892,0.26000000000000006,4.087219883238068,4.087219883238068,1.8154209721003074e-06,1.8154209721003074e-06,0.999924578527063,0.5323986671449339,1.5422794400854716,1.5422794400854716,1.1099299147946459e-07,1.1099299147946459e-07,0.9999999987149881,0.5906649864992899,1.3512597861579982,1.3512597861579982,8.454282212476902e-08,8.454282212476902e-08,1.0,0.5999265960811717,37.76951392396967,37.76951392396967,2.7400097386233204e-05,2.7400097386233204e-05
hpc-coder-v2-1.3b[v2],reduce,0.26799999999999996,0.0,0.0,0.0,0.0,0.0,0.39900356812475224,0.0,0.0,0.0,0.0,0.0,0.39999946543503695,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
hpc-coder-v2-1.3b[v2],scan,0.26000000000000006,0.0,0.0,0.0,0.0,0.0,0.6638778342049123,0.0,0.0,0.0,0.0,0.0,0.7704298764331456,0.0,0.0,0.0,0.0,0.0,0.7991224123696169,0.0,0.0,0.0,0.0,0.0
hpc-coder-v2-1.3b[v2],search,0.808,0.176,0.00026476542133155176,0.00026476542133155176,3.156249777454755e-11,3.156249777454755e-11,0.9996802846948215,0.1999994336309917,0.0002532061434054458,0.0002532061434054458,3.018452446525643e-11,3.018452446525643e-11,0.9999999415319571,0.2,0.0002430341367529781,0.0002430341367529781,2.8971926778909934e-11,2.8971926778909934e-11,1.0,0.2,0.00022865524975676749,0.00022865524975676749,2.72578298755607e-11,2.72578298755607e-11
hpc-coder-v2-1.3b[v2],sort,0.4800000000000001,0.13999999999999999,0.13713015521958422,0.13713015521958422,2.6155501407543986e-07,2.6155501407543986e-07,0.7370326039759105,0.23778323170156127,0.19355273039149407,0.19355273039149407,3.691725356893426e-07,3.691725356893426e-07,0.825846944563418,0.27265268257430764,0.19345711299947482,0.19345711299947482,3.689901599874016e-07,3.689901599874016e-07,0.8798264945634637,0.3289795918367347,0.19342288907262087,0.19342288907262087,3.6892488302730726e-07,3.6892488302730726e-07
hpc-coder-v2-1.3b[v2],sparse_la,0.6559999999999999,0.0,0.0,0.0,0.0,0.0,0.8167999207083388,0.0,0.0,0.0,0.0,0.0,0.8399777251553926,0.0,0.0,0.0,0.0,0.0,0.8799999999924845,0.0,0.0,0.0,0.0,0.0
hpc-coder-v2-1.3b[v2],stencil,0.9199999999999999,0.48400000000000015,23540113.44509227,23540113.44509227,1436.7743941593264,1436.7743941593264,0.9999563895863618,0.7268574071626801,12964376.554216262,12964376.554216262,791.2826408119289,791.2826408119289,0.9999999997858314,0.8163701794691566,4132010.288391947,4132010.288391947,252.19778575217885,252.19778575217885,1.0,0.8788554779898977,400180054.5221249,400180054.5221249,24425.052048103702,24425.052048103702
hpc-coder-v2-1.3b[v2],transform,0.8800000000000001,0.8800000000000001,27.72852816009648,27.72852816009648,2.771740194008832e-06,2.771740194008832e-06,0.9999854631954539,0.9999854631954539,27.537094450684503,27.537094450684503,2.752949677559351e-06,2.752949677559351e-06,1.0,1.0,27.46718926317924,27.46718926317924,2.745930972800554e-06,2.745930972800554e-06,1.0,1.0,27.38416912526609,27.38416912526609,2.7376470380961645e-06,2.7376470380961645e-06
,,,,,,,,,,,,,,,,,,,,,,,,,
hpc-coder-v2-6.7b[v2],dense_la,0.976,0.376,38.903053395765134,38.903053395765134,0.015100739234424393,0.015100739234424393,0.9999994336309918,0.39999943363099166,38.87729669168733,38.87729669168733,0.015090048404701281,0.015090048404701281,1.0,0.4,38.85550252605173,38.85550252605173,0.01508064680400017,0.01508064680400017,1.0,0.4,38.82061871747256,38.82061871747256,0.015065493686626128,0.015065493686626128
hpc-coder-v2-6.7b[v2],fft,0.5280000000000001,0.07200000000000002,6.737920076658486,6.737920076658486,0.0008225000093577253,0.0008225000093577253,0.7374824897581604,0.18099114576450376,6.415623774718529,6.415623774718529,0.0007831571990623205,0.0007831571990623205,0.7834960891250864,0.19874395457497623,6.3654521923525245,6.3654521923525245,0.0007770327383242828,0.0007770327383242828,0.7994150272314909,0.199999041813647,121.28256137985274,121.28256137985274,0.014805000168439055,0.014805000168439055
hpc-coder-v2-6.7b[v2],geometry,0.1680000000000001,0.0,0.0,0.0,0.0,0.0,0.5164034624025373,0.0,0.0,0.0,0.0,0.0,0.7183684111428225,0.0,0.0,0.0,0.0,0.0,0.9098305414962835,0.0,0.0,0.0,0.0,0.0
hpc-coder-v2-6.7b[v2],graph,0.2720000000000001,0.136,5.594181851147272,5.594181851147272,0.00034144176337568797,0.00034144176337568797,0.4784921369102683,0.19958768336196644,5.46165094017387,5.46165094017387,0.00033335271851647156,0.00033335271851647156,0.5590954578092389,0.19999984408521912,5.449438552683082,5.449438552683082,0.0003326073335377858,0.0003326073335377858,0.5959099046409225,0.2,5.43340565320351,5.43340565320351,0.00033162876301290957,0.00033162876301290957
hpc-coder-v2-6.7b[v2],histogram,1.0,0.776,31.83781109688186,31.83781109688186,4.546800637803792e-06,4.546800637803792e-06,1.0,0.8,19.168855513085486,19.168855513085486,3.3757467641718523e-06,3.3757467641718523e-06,1.0,0.8,11.18858766301946,11.18858766301946,2.893956780553738e-06,2.893956780553738e-06,1.0,0.8,4.189146375057316,4.189146375057316,2.4687936302275033e-06,2.4687936302275033e-06
hpc-coder-v2-6.7b[v2],reduce,0.1320000000000001,0.0040000000000000036,0.14836303765249242,0.14836303765249242,2.2107815392686788e-09,2.2107815392686788e-09,0.3416402046480017,0.019999999999999997,0.14836303765249242,0.14836303765249242,2.2107815392686788e-09,2.2107815392686788e-09,0.4180080781632493,0.039999999999999994,0.14836303765249242,0.14836303765249242,2.2107815392686788e-09,2.2107815392686788e-09,0.47885790654061067,0.08,0.14836303765249242,0.14836303765249242,2.2107815392686788e-09,2.2107815392686788e-09
hpc-coder-v2-6.7b[v2],scan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hpc-coder-v2-6.7b[v2],search,0.5240000000000001,0.21600000000000003,0.0008938755044275986,0.0008938755044275986,1.0655826382966025e-10,1.0655826382966025e-10,0.8327666182106516,0.27060790273556234,0.003131277060712499,0.003131277060712499,3.732773137941955e-10,3.732773137941955e-10,0.9351737913849737,0.3206339557099435,0.003129199748000969,0.003129199748000969,3.7302967882167923e-10,3.7302967882167923e-10,0.9919417881661523,0.3762006079027356,0.003127986429637221,0.003127986429637221,3.728850400015379e-10,3.728850400015379e-10
hpc-coder-v2-6.7b[v2],sort,0.44800000000000006,0.172,0.14809730531346885,0.14809730531346885,2.824731928128602e-07,2.824731928128602e-07,0.6881122920953766,0.19999801770847098,0.14708072572897105,0.14708072572897105,2.805342211322232e-07,2.805342211322232e-07,0.7713903864423874,0.2,0.14688731315025116,0.14688731315025116,2.801653159146331e-07,2.801653159146331e-07,0.7987904134511965,0.2,0.14679638100128126,0.14679638100128126,2.7999187660461665e-07,2.7999187660461665e-07
hpc-coder-v2-6.7b[v2],sparse_la,0.984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hpc-coder-v2-6.7b[v2],stencil,0.9879999999999999,0.712,124.83962202127577,124.83962202127577,0.007485379911636956,0.007485379911636956,1.0,0.7989023768619381,81.11830485216416,81.11830485216416,0.004819579257654882,0.004819579257654882,1.0,0.7999982014116348,60.08937242212694,60.08937242212694,0.003537862496073967,0.003537862496073967,1.0,0.8,47.76300444348015,47.76300444348015,0.0027867299810554343,0.0027867299810554343
hpc-coder-v2-6.7b[v2],transform,0.86,0.86,26.075133422247053,26.075133422247053,2.5837727003177706e-06,2.5837727003177706e-06,0.9949847080367762,0.9949847080367762,25.927604877016154,25.927604877016154,2.5671119116650124e-06,2.5671119116650124e-06,0.9999363576424644,0.9999363576424644,25.834500121892916,25.834500121892916,2.556347353830316e-06,2.556347353830316e-06,0.9999999997745347,0.9999999997745347,25.70814679671643,25.70814679671643,2.541473598649382e-06,2.541473598649382e-06